Path,Group,Dataset,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_IsoTrackHB,"null","OnlineMonitor,Commissioning",L1_SingleJet60,700,L1_SingleJet60,1000,5,5,13355,40,2.51000,+/-,0.02172,0.56372,+/-,0.08913,1.94628,77.54%,+/-,1.18%,21.8358582482
HLT_HT500to550,"EXO","OnlineMonitor,ParkingHT500to550,ParkingScoutingMonitor",L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||1||1||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||1||1||1,1,1,535670,1399,100.79000,+/-,0.13771,98.58082,+/-,2.63562,2.20918,2.19%,+/-,2.56%,0.838200670949
HLT_L1BptxPlus,"null","OnlineMonitor,EmptyBX",L1_BptxPlus,0,L1_BptxPlus,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleEle33_CaloIdL,"EXO","OnlineMonitor,DoubleEG",L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,210||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,300||1||1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,250,250,512,1,0.10000,+/-,0.00442,0.00028,+/-,0.00028,0.09972,99.72%,+/-,4.42%,22.5636391775
HLT_Mu8_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT300_PFMETNoMu60,"null","OnlineMonitor,SingleMuon",L1_Mu6_HTT200,1,L1_Mu6_HTT200,1,1,1,2835,5,0.53000,+/-,0.00995,0.35233,+/-,0.15756,0.17767,33.52%,+/-,19.85%,1.1276235857
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG30,1,L1_SingleEG30,1,30,30,10049,20,1.89000,+/-,0.01885,0.04698,+/-,0.01050,1.84302,97.51%,+/-,1.00%,97.7530734186
DST_DoubleMu3_Mass10_BTagScouting,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG30,1,L1_SingleEG30,1,30,30,10049,20,1.89000,+/-,0.01885,0.04698,+/-,0.01050,1.84302,97.51%,+/-,1.00%,97.7530734186
HLT_DiPFJetAve400,"JME","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,5,5,11420,35,2.15000,+/-,0.02012,0.49326,+/-,0.08338,1.65674,77.06%,+/-,1.29%,19.870856108
HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,1||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300,1||1||1||1,1,1,3072,10,0.58000,+/-,0.01046,0.70465,+/-,0.22283,0.12465,17.69%,+/-,26.07%,0.559402780523
HLT_Photon75,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40,1||1,400,400,3100,13,0.58000,+/-,0.01042,0.00229,+/-,0.00064,0.57771,99.61%,+/-,1.80%,55.457801502
HLT_PFMET500,"PPD,AlCa","OnlineMonitor,ExpressPhysics,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,100||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,150||0||1||1||1||1,1,1,328,1,0.06000,+/-,0.00331,0.07047,+/-,0.07047,0.01047,14.85%,+/-,85.28%,0.14851588785
HLT_Mu300,"EXO","OnlineMonitor,ExpressPhysics,SingleMuon",L1_SingleMu22||L1_SingleMu25||L1_SingleMu30,1||1||1,L1_SingleMu22||L1_SingleMu25||L1_SingleMu30,1||1||1,1,1,1004,3,0.19000,+/-,0.00600,0.21140,+/-,0.12205,0.02140,10.12%,+/-,51.97%,0.175302966591
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,1||1||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,1||1||1||1,1,1,23320,68,4.39000,+/-,0.02875,4.79163,+/-,0.58107,0.40163,8.38%,+/-,11.13%,0.691195704392
HLT_BTagMu_Jet300_Mu5,"BTV","OnlineMonitor,BTagMu",L1_SingleJet200,1,L1_SingleJet200,1,1,1,17982,47,3.38000,+/-,0.02521,3.31186,+/-,0.48309,0.06814,2.02%,+/-,14.02%,0.141042449488
HLT_Dimuon13_PsiPrime,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1||1,1,1,25053,68,4.71000,+/-,0.02976,4.79163,+/-,0.58107,0.08163,1.70%,+/-,11.94%,0.140488420795
HLT_QuadPFJet_VBF,"HIG ,Hbb","OnlineMonitor,HLTMonitor,JetHT",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,1||1||1||1||1||1||1||1||1||1||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,1||1||1||1||1||1||1||1||1||1||1||1,2000,2000,2417,11,0.45000,+/-,0.00915,0.00039,+/-,0.00012,0.44961,99.91%,+/-,2.03%,49.1206530092
HLT_JetE30_NoBPTX,"EXO","OnlineMonitor,NoBPTX",L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptx||,0||,1,1,9835,29,1.85000,+/-,0.01865,2.04349,+/-,0.37947,0.19349,9.47%,+/-,16.84%,0.509902043929
HLT_QuadMuon0_Dimuon0_Upsilon,"BPH","OnlineMonitor,MuOnia",L1_QuadMu0,1,L1_QuadMu0,1,1,1,1355,4,0.25000,+/-,0.00679,0.28186,+/-,0.14093,0.03186,11.30%,+/-,44.41%,0.226074766358
DST_HT410_BTagScouting,"BPH","OnlineMonitor,MuOnia",L1_QuadMu0,1,L1_QuadMu0,1,1,1,1355,4,0.25000,+/-,0.00679,0.28186,+/-,0.14093,0.03186,11.30%,+/-,44.41%,0.226074766358
HLT_Ele27_eta2p1_WPLoose_Gsf_HT200,"ttH","OnlineMonitor,SingleElectron",L1_EG27er_HTT200||L1_HTT280||L1_HTT300,1||1||1,L1_EG27er_HTT200||L1_HTT280||L1_HTT300,1||1||1,1,1,38920,107,7.32000,+/-,0.03710,7.53978,+/-,0.72890,0.21978,2.91%,+/-,9.40%,0.301519147881
HLT_AK8DiPFJet280_200_TrimMass30,"B2G PAG","OnlineMonitor,JetHT",L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200,1||1,35,35,5305,11,1.00000,+/-,0.01373,0.02215,+/-,0.00668,0.97785,97.79%,+/-,1.37%,71.2224024549
HLT_DiPFJetAve60_HFJEC,"FSQ,JME","OnlineMonitor,JetHT",L1_SingleJet35,2200,L1_SingleJet35,3000,1,1,16255,47,3.06000,+/-,0.02400,3.31186,+/-,0.48309,0.25186,7.60%,+/-,13.50%,0.521366738668
HLT_PixelTracks_Multiplicity85ForEndOfFill,"FSQ,HIN","OnlineMonitor,HighMultiplicity85EOF",L1_ETT25_BptxAND,0,L1_ETT25_BptxAND,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele15_IsoVVVL_PFHT600,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,43000,L1_SingleEG5,50000,1,1,5592,10,1.05000,+/-,0.01404,0.70465,+/-,0.22283,0.34535,32.89%,+/-,14.30%,1.54982341505
HLT_PFMETNoMu100_PFMHTNoMu100_IDTight,"EXO,SUS","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_FullTracks_Multiplicity80,"FSQ,HIN","OnlineMonitor,HighMultiplicityEOF",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND,0||_BptxAND,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu14er_PFMET100,"JME,SUS","OnlineMonitor,MET",L1_Mu10er_ETM30||L1_Mu14er_ETM30,0||1,L1_Mu10er_ETM30||L1_Mu14er_ETM30,0||1,1,1,11569,29,2.18000,+/-,0.02027,2.04349,+/-,0.37947,0.13651,6.26%,+/-,16.34%,0.35973942194
HLT_DoubleJetsC112_DoubleBTagCSV_p026_DoublePFJetsC172,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC112,1,L1_DoubleJetC112,1,1,1,40283,110,7.58000,+/-,0.03777,7.75117,+/-,0.73905,0.17117,2.21%,+/-,9.34%,0.231612637142
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight,"EXO","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||0||1,1,1,34193,96,6.43000,+/-,0.03477,6.76466,+/-,0.69042,0.33466,4.95%,+/-,9.71%,0.484721970701
HLT_AK4PFJet50,"HIN","OnlineMonitor,HINPFJets",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND,0||_BptxAND,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1SingleMuOpen,"null","OnlineMonitor,SingleMuon",L1_SingleMuOpen,16000,L1_SingleMuOpen,20000,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu7p5_L2Mu2_Upsilon,"BPH","OnlineMonitor,MuOnia",L1_DoubleMu0,250,L1_DoubleMu0,300,1,1,3935,5,0.74000,+/-,0.01180,0.35233,+/-,0.15756,0.38767,52.39%,+/-,10.26%,2.46040703527
HLT_Mu12_Photon25_CaloIdL_L1OR,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15,1||1,40,40,5158,8,0.97000,+/-,0.01351,0.01409,+/-,0.00498,0.95591,98.55%,+/-,1.39%,70.7757627064
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40,1,1,1,3192,7,0.60000,+/-,0.01062,0.49326,+/-,0.18643,0.10674,17.79%,+/-,25.61%,0.572556126178
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,"B2G","OnlineMonitor,SingleElectron",L1_SingleEG40,1,L1_SingleEG40,1,1,1,34354,84,6.46000,+/-,0.03485,5.91908,+/-,0.64582,0.54092,8.37%,+/-,9.18%,0.837570024561
HLT_AK8PFHT700_TrimR0p1PT0p03Mass50,"B2G","OnlineMonitor,JetHT",L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||1||1||1||1||1,L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||1||1||1,1,1,107849,276,20.29000,+/-,0.06178,19.44840,+/-,1.17066,0.84160,4.15%,+/-,5.54%,0.718916862141
HLT_DoubleJetsC112_DoubleBTagCSV_p014_DoublePFJetsC112MaxDeta1p6,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC112,1,L1_DoubleJetC112,1,1,1,54470,135,10.25000,+/-,0.04392,9.51280,+/-,0.81873,0.73720,7.19%,+/-,7.43%,0.900414333835
HLT_Ele17_CaloIdL_GsfTrkIdVL,"null","OnlineMonitor,DoubleEG",L1_SingleEG15,900,L1_SingleEG15,1000,10,10,8207,14,1.54000,+/-,0.01700,0.09865,+/-,0.02637,1.44135,93.59%,+/-,1.11%,54.6676426089
HLT_DiCentralPFJet430,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,1,1,24954,66,4.70000,+/-,0.02975,4.65070,+/-,0.57246,0.04930,1.05%,+/-,12.07%,0.0861134266306
HLT_DiPFJet15_NoCaloMatched,"FSQ","OnlineMonitor,FSQJets",L1_SingleJet8_BptxAND,0,L1_SingleJet8_BptxAND,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT325,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,1840,1840,4979,13,0.94000,+/-,0.01332,0.00050,+/-,0.00014,0.93950,99.95%,+/-,1.42%,70.5246576988
HLT_EcalCalibration,"null","TestEnablesEcalHcal,TestEnablesEcalHcalDQM,EcalLaser",,,,,1,1,519552,0,97.76000,+/-,0.13563,0.00000,+/-,0.00000,97.76000,100.00%,+/-,0.14%,No rates in Steam
HLT_Mu30_eta2p1_PFJet150_PFJet50,"B2G","OnlineMonitor,SingleMuon",L1_SingleMu16er||L1_SingleMu20er,1||1,L1_SingleMu16er||L1_SingleMu20er,100||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK8PFJet500,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,1,1,40688,102,7.66000,+/-,0.03797,7.18745,+/-,0.71166,0.47255,6.17%,+/-,8.73%,0.664006637823
HLT_PFHT200,"SUS","OnlineMonitor,JetHT",L1_HTT160,7500,L1_HTT160,9500,1,1,7793,16,1.47000,+/-,0.01665,1.12744,+/-,0.28186,0.34256,23.30%,+/-,14.75%,1.2153401869
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,7500||0||5000||0||1||1||1||1||0||100||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,15503,43,2.92000,+/-,0.02345,3.03000,+/-,0.46207,0.11000,3.63%,+/-,14.72%,0.238066515804
HLT_DiCentralPFJet330_CFMax0p5,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,1,1,33029,89,6.21000,+/-,0.03417,6.27140,+/-,0.66477,0.06140,0.98%,+/-,10.51%,0.0923676208735
HLT_AK4CaloJet40,"HIN","OnlineMonitor,HINCaloJets",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND,0||_BptxAND,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,"EXO","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,1,1,39780,91,7.48000,+/-,0.03750,6.41233,+/-,0.67220,1.06767,14.27%,+/-,7.72%,1.58832826649
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15,"EXO long","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||0||1||0||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||0||1||0||1||1||1||1||1||1||1||0,20,20,4836,17,0.91000,+/-,0.01309,0.05990,+/-,0.01453,0.85010,93.42%,+/-,1.44%,58.5198478836
HLT_Mu15_IsoVVVL_PFHT600,"SUS","OnlineMonitor,SingleMuon",L1_SingleMuOpen,16000,L1_SingleMuOpen,20000,1,1,7037,21,1.32000,+/-,0.01574,1.47977,+/-,0.32291,0.15977,10.80%,+/-,19.49%,0.494776231464
HLT_Mu25_TkMu0_dEta18_Onia,"BPH","OnlineMonitor,MuOnia",L1_SingleMu20||L1_SingleMu22||L1_SingleMu25||L1_SingleMu20er,1||1||1||1,L1_SingleMu20||L1_SingleMu22||L1_SingleMu25||L1_SingleMu20er,1||1||1||1,1,1,20247,43,3.81000,+/-,0.02678,3.03000,+/-,0.46207,0.78000,20.47%,+/-,9.67%,1.68804344569
HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX,"EXO","OnlineMonitor,NoBPTX",L1_SingleMuOpen_NotBptxOR_3BX,1,L1_SingleMuOpen_NotBptx||_3BX,0||_3BX,1,1,42889,122,8.07000,+/-,0.03897,8.59675,+/-,0.77831,0.52675,6.13%,+/-,8.51%,0.676789731391
HLT_L1SingleMuOpen_DT,"null","OnlineMonitor,Commissioning",L1_SingleMuOpen,16000,L1_SingleMuOpen,20000,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,14336,43,2.70000,+/-,0.02255,3.03000,+/-,0.46207,0.33000,10.89%,+/-,13.61%,0.714183584938
HLT_HT550_DisplacedDijet80_Inclusive,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,20,20,361,1,0.07000,+/-,0.00368,0.00352,+/-,0.00352,0.06648,94.97%,+/-,5.27%,18.0436865437
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,7500||0||5000||0||1||1||1||1||0||100||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,25906,83,4.87000,+/-,0.03026,5.84861,+/-,0.64197,0.97861,16.73%,+/-,9.15%,1.52439209139
HLT_Ele27_eta2p1_WPTight_Gsf,"Egamma","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1,1,1,451572,1228,84.97000,+/-,0.12645,86.53127,+/-,2.46930,1.56127,1.80%,+/-,2.81%,0.632271497068
HLT_Mu17_Photon35_CaloIdL_L1ISO,"EXO","OnlineMonitor,MuonEG",L1_Mu5_IsoEG18||L1_Mu5_IsoEG20,1||1,L1_Mu5_IsoEG18||L1_Mu5_IsoEG20,1||1,1,1,31769,76,5.98000,+/-,0.03355,5.35536,+/-,0.61430,0.62464,10.45%,+/-,9.22%,1.01683742756
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ,"MUO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,1,1,78383,189,14.75000,+/-,0.05268,13.31792,+/-,0.96874,1.43208,9.71%,+/-,5.94%,1.47829364412
HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,1||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300,1||1||1||1,1,1,2219,5,0.42000,+/-,0.00892,0.35233,+/-,0.15756,0.06767,16.11%,+/-,31.54%,0.429498921637
HLT_HT425,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,600,600,5208,17,0.98000,+/-,0.01358,0.00200,+/-,0.00048,0.97800,99.80%,+/-,1.39%,72.0194523941
HLT_PFHT475,"SUS","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,160,160,12421,38,2.34000,+/-,0.02100,0.01674,+/-,0.00271,2.32326,99.28%,+/-,0.90%,110.652462305
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
